hash,human_overall,ai_overall
61df1bec71e3f6c78a58f6b0d88169b3e888e97c,1.0,0.85
c0613a1e89ccacae22fa62bbe95779a6aec7db39,0.8794871794871795,0.8768717948717949
9ad43152cb9ff33ea0508fe5d0fb98872837a76a,0.7666666666666666,0.85
8f13cb81952738d3f14ae41452739444c70e6916,0.9166666666666666,0.8812307692307693
fc9a1ab8df31c8d1dd160c3dd174925d3a42160a,0.622025641025641,0.9072564102564101
eccfb1b027ef73a314869cd5667bd6f32e6fbf72,0.7166666666666667,0.8113333333333334
074d5814ba3d2cb298ce094f3df161518cc624c1,0.85,0.8916410256410257
219ecbbe21f1f298b4f88a41c9d94f579ee8caa8,0.85,0.8586666666666667
ff1d728882e10907078d3895ae49d225531aa5bf,0.557974358974359,0.8333333333333334
7f61c809e981b84d9337b01dbc81a0ef99fcad3d,0.830897435897436,0.85
9bd5431da6e5729b307ea7e697f7cee417cde113,0.26666666666666666,0.9166666666666666
72932aed1e228054fccdff7379392a81bb2a6e4d,0.26666666666666666,0.9072564102564101
4a83f9504dcaa118878df12e2089095a4efb0262,0.9166666666666666,0.7000000000000001
a2b35e99b69afc88b1b330c4866d82d2628746cf,0.9166666666666666,0.8045128205128206
2a037e5b0ef4586a356c0696ef17a56fb9c634b1,0.9166666666666666,0.9166666666666666
11dda1eb0686ca86c27e50242c18e000eb2f8958,0.622025641025641,0.7000000000000001
dae38145f223df5c5645a780c67e6b8cfc926f1f,0.7579743589743589,0.8955384615384615
6dad8867c3313e9903173715e7fd2ddcfcd17226,0.75,0.6952307692307693
2980f245d3823f0887453991918e55eb095dcf93,0.7461538461538462,0.85
54971bb9808833654292ef164763b6ca66bb751d,0.8794871794871795,0.8577948717948717
0f73a7509f5c4afe6c50b64117d1e9dacace7fdb,0.6794871794871794,0.6702307692307693
7788df0b6b0f14d9ae9daf5bd65554cfa4a9ac5c,0.9166666666666666,0.9166666666666666
932cd23096ee465e1a85f62ada6474fe9c7970e0,0.9166666666666666,0.85
b918c0aa35652b7cf051237037a06393acfea7ef,0.85,0.9166666666666666
59e5bf7a2850e29129665d96bfeb00b41d31b68f,0.9166666666666666,0.9166666666666666
de31e9fc305a59313850e93a423f24e3f31dab84,0.7833333333333333,0.8197692307692308
cc1aeb25205a1780df9f6ce9867fdabf70c7783e,0.85,0.47017948717948715
2279b782cf91512a5ba0c6569cefbb1058a81101,0.6166666666666667,0.8432051282051282
c7bc732b716b46154c3c20b3505423fc59e83f24,0.9166666666666666,0.9166666666666666
c2da74c6622ff44fbdc85a984d79f661f1b59299,0.830897435897436,0.8534615384615384
22381e5d5f23a0dea5aaaa874115e75851ccc8e4,0.7704358974358975,0.8333333333333334
0ebfcb561f6a00e84779c16db38dfcc48963979b,0.9166666666666666,0.9166666666666666
d43f67018efebb0400adb46155c43659bc4144f1,0.7000000000000001,0.7036410256410256
2c7dc3f1fa6b485a7df28de5a444a9d829d5ee38,0.9166666666666666,0.8794871794871795
f21f4b285576afd4ec8eb3e472afa8ede325fb19,0.7027692307692308,0.7928717948717949
ae7cb2f01a84a42f4512a958ee117046f39d80a3,0.85,0.896846153846154
8706f45686fee73201de9dcc181ab421d6f9439d,0.7666666666666666,0.8461538461538461
a9310f58b80c2ce84696aa2bb033360988de8658,0.9037692307692308,0.9166666666666666
d4bed71bd8e40c3c0308ced30c6840460f1bfaf0,0.7668205128205129,0.8573589743589743
84cc4595627aee01d728349146c556d18e9e5ee7,0.85,0.7166666666666667
1b87454847ba734b2474afb0ebc18d20ab672457,0.7833333333333333,0.8293846153846154
6a44ab9c3376a8462107f86882c449d4c3de83bb,0.9166666666666666,0.9094102564102564
718ed3487f452a9f305b34fc9e8a1137894349a2,0.5228717948717949,0.7166666666666667
fc33828afc054489a4e9192ef897640ab955e9e5,0.9166666666666666,0.9166666666666666
9b08f1051cb3a61c18bc4125dce3fb22b5fff275,0.6871025641025641,0.9142820512820512
72179e5997b681d257b97fb4089b9a3d7aa9dad2,0.85,0.9154871794871795
468f95b03f552d1f124a9fd423006abfa79383fd,0.6236153846153846,0.7345384615384615
4c6d66fa672c3b3fe6c2247dfc921958885e1a6b,0.7694358974358974,0.7166666666666667
a82ef829731b19ef569274290b62a91ddfc19263,0.85,0.9166666666666666
c5d4515629f43c289f9370c27a9a9e491c3e6e2c,0.8361025641025641,0.75
420ad3bc3ea1bad8e031fd34b1c20811b6b67918,0.6833333333333332,0.7000000000000001
b2bb7ce2fb2584de475083e9423d855ce983109f,0.85,0.9166666666666666
